Cell_no.	Sw	Sn	k	phi	vol	alpha	n	Swr	Snr	Snr_m	Ss
3082	1.043434343	0	3.21755E-12	0.25	10	0.000265666	2.232249474	0.07849089	0	0.02	0.001
3083	1.043232323	0	4.59086E-12	0.25	10	0.000275086	2.280590374	0.071026486	0	0.02	0.001
3084	1.043030303	0	4.59086E-12	0.25	10	0.000275086	2.280590374	0.071026486	0	0.02	0.001
3085	1.042828283	0	9.01269E-12	0.25	10	0.000292962	2.372331537	0.056860571	0	0.02	0.001
3086	1.042626263	0	9.01269E-12	0.25	10	0.000292962	2.372331537	0.056860571	0	0.02	0.001
3087	1.042424242	0	4.55126E-12	0.25	10	0.000274856	2.279412157	0.071208417	0	0.02	0.001
3088	1.042222222	0	2.87263E-12	0.25	10	0.000262661	2.216828549	0.080872062	0	0.02	0.001
3089	1.042020202	0	2.17986E-12	0.25	10	0.000255348	2.179296716	0.086667419	0	0.02	0.001
3090	1.041818182	0	1.34967E-12	0.25	10	0.000242644	2.114098711	0.096734758	0	0.02	0.001
3091	1.041616162	0	1.34967E-12	0.25	10	0.000242644	2.114098711	0.096734758	0	0.02	0.001
3092	1.041414141	0	9.57838E-13	0.25	10	0.000233556	2.067458965	0.103936483	0	0.02	0.001
3093	1.041212121	0	7.75316E-13	0.25	10	0.000227954	2.038707392	0.108376065	0	0.02	0.001
3094	1.041010101	0	7.75316E-13	0.25	10	0.000227954	2.038707392	0.108376065	0	0.02	0.001
3095	1.040808081	0	4.65944E-13	0.25	10	0.00021446	1.969455611	0.119069354	0	0.02	0.001
3096	1.040606061	0	4.14192E-13	0.25	10	0.00021134	1.95344339	0.121541829	0	0.02	0.001
3097	1.04040404	0	4.14192E-13	0.25	10	0.00021134	1.95344339	0.121541829	0	0.02	0.001
3098	1.04020202	0	2.96856E-13	0.25	10	0.000202513	1.908144197	0.128536558	0	0.02	0.001
3099	1.04	0	1.02716E-13	0.25	1E+30	0.000174389	1.763809705	0.150823501	0	0.02	0.001
3100	1.06	0	8.34755E-13	0.25	1E+30	0.000229912	2.048753405	0.106824842	0	0.02	0.001
3101	1.05979798	0	6.70762E-13	0.25	10	0.000224115	2.019006876	0.111418056	0	0.02	0.001
3102	1.05959596	0	6.70762E-13	0.25	10	0.000224115	2.019006876	0.111418056	0	0.02	0.001
3103	1.059393939	0	4.6535E-13	0.25	10	0.000214426	1.969281977	0.119096165	0	0.02	0.001
3104	1.059191919	0	2.27168E-12	0.25	10	0.000256442	2.184907772	0.085801006	0	0.02	0.001
3105	1.058989899	0	1.26049E-13	0.25	10	0.000179814	1.791649892	0.146524649	0	0.02	0.001
3106	1.058787879	0	5.2053E-13	0.25	10	0.000217396	1.984521825	0.116742954	0	0.02	0.001
3107	1.058585859	0	5.2053E-13	0.25	10	0.000217396	1.984521825	0.116742954	0	0.02	0.001
3108	1.058383838	0	2.83442E-13	0.25	10	0.000201288	1.901855832	0.129507555	0	0.02	0.001
3109	1.058181818	0	4.88953E-13	0.25	10	0.000215737	1.976010905	0.11805714	0	0.02	0.001
3110	1.057979798	0	4.88953E-13	0.25	10	0.000215737	1.976010905	0.11805714	0	0.02	0.001
3111	1.057777778	0	4.24434E-13	0.25	10	0.000211987	1.956765473	0.121028861	0	0.02	0.001
3112	1.057575758	0	4.24434E-13	0.25	10	0.000211987	1.956765473	0.121028861	0	0.02	0.001
3113	1.057373737	0	2.3711E-13	0.25	10	0.000196558	1.877582092	0.133255706	0	0.02	0.001
3114	1.057171717	0	2.3711E-13	0.25	10	0.000196558	1.877582092	0.133255706	0	0.02	0.001
3115	1.056969697	0	2.3711E-13	0.25	10	0.000196558	1.877582092	0.133255706	0	0.02	0.001
3116	1.056767677	0	5.37039E-14	0.25	10	0.000157205	1.675616607	0.164441553	0	0.02	0.001
3117	1.056565657	0	1.39628E-13	0.25	10	0.000182525	1.805564544	0.144376063	0	0.02	0.001
3118	1.056363636	0	1.39628E-13	0.25	10	0.000182525	1.805564544	0.144376063	0	0.02	0.001
3119	1.056161616	0	1.53293E-13	0.25	10	0.000185	1.818262551	0.142415341	0	0.02	0.001
3120	1.055959596	0	1.53293E-13	0.25	10	0.000185	1.818262551	0.142415341	0	0.02	0.001
3121	1.055757576	0	1.91252E-13	0.25	10	0.000190863	1.848351102	0.137769315	0	0.02	0.001
3122	1.055555556	0	1.91252E-13	0.25	10	0.000190863	1.848351102	0.137769315	0	0.02	0.001
3123	1.055353535	0	6.06476E-14	0.25	10	0.000160427	1.692153445	0.161888071	0	0.02	0.001
3124	1.055151515	0	1.11611E-14	0.25	10	0.000115572	1.461953938	0.197433583	0	0.02	0.001
3125	1.054949495	0	1.11611E-14	0.25	10	0.000115572	1.461953938	0.197433583	0	0.02	0.001
3126	1.054747475	0	1.71298E-13	0.25	10	0.000187943	1.833365373	0.140083288	0	0.02	0.001
3127	1.054545455	0	7.04396E-14	0.25	10	0.000164393	1.712509453	0.158744864	0	0.02	0.001
3128	1.054343434	0	4.05824E-14	0.25	10	0.000149781	1.637515936	0.170324745	0	0.02	0.001
3129	1.054141414	0	4.05824E-14	0.25	10	0.000149781	1.637515936	0.170324745	0	0.02	0.001
3130	1.053939394	0	2.15655E-14	0.25	10	0.000133026	1.551531478	0.183601757	0	0.02	0.001
3131	1.053737374	0	1.30945E-14	0.25	10	0.000119805	1.483680707	0.194078714	0	0.02	0.001
3132	1.053535354	0	1.30945E-14	0.25	10	0.000119805	1.483680707	0.194078714	0	0.02	0.001
3133	1.053333333	0	2.41307E-13	0.25	10	0.000197023	1.879968279	0.132887251	0	0.02	0.001
3134	1.053131313	0	2.41307E-13	0.25	10	0.000197023	1.879968279	0.132887251	0	0.02	0.001
3135	1.052929293	0	7.18162E-14	0.25	10	0.000164906	1.715141557	0.158338436	0	0.02	0.001
3136	1.052727273	0	1.79962E-14	0.25	10	0.000128232	1.526924408	0.187401378	0	0.02	0.001
3137	1.052525253	0	2.22894E-12	0.25	10	0.000255938	2.182324861	0.086199838	0	0.02	0.001
3138	1.052323232	0	1.65623E-13	0.25	10	0.00018705	1.8287836	0.140790768	0	0.02	0.001
3139	1.052121212	0	1.65623E-13	0.25	10	0.00018705	1.8287836	0.140790768	0	0.02	0.001
3140	1.051919192	0	9.32194E-14	0.25	10	0.000171819	1.750616651	0.152860664	0	0.02	0.001
3141	1.051717172	0	1.10316E-13	0.25	10	0.000176281	1.773517891	0.149324443	0	0.02	0.001
3142	1.051515152	0	3.6219E-13	0.25	10	0.000207785	1.935197586	0.124359196	0	0.02	0.001
3143	1.051313131	0	3.6219E-13	0.25	10	0.000207785	1.935197586	0.124359196	0	0.02	0.001
3144	1.051111111	0	1.25784E-13	0.25	10	0.000179758	1.79136328	0.146568905	0	0.02	0.001
3145	1.050909091	0	9.87526E-14	0.25	10	0.000173347	1.758458665	0.151649765	0	0.02	0.001
3146	1.050707071	0	9.87526E-14	0.25	10	0.000173347	1.758458665	0.151649765	0	0.02	0.001
3147	1.050505051	0	1.95614E-13	0.25	10	0.00019146	1.851418255	0.137295711	0	0.02	0.001
3148	1.05030303	0	4.06143E-14	0.25	10	0.000149802	1.637622892	0.17030823	0	0.02	0.001
3149	1.05010101	0	4.06143E-14	0.25	10	0.000149802	1.637622892	0.17030823	0	0.02	0.001
3150	1.04989899	0	1.09476E-13	0.25	10	0.000176078	1.772477952	0.149485022	0	0.02	0.001
3151	1.04969697	0	6.57857E-14	0.25	10	0.000162582	1.703213296	0.1601803	0	0.02	0.001
3152	1.049494949	0	5.74191E-14	0.25	10	0.000158977	1.684713871	0.163036829	0	0.02	0.001
3153	1.049292929	0	2.12464E-13	0.25	10	0.00019365	1.862655432	0.135560558	0	0.02	0.001
3154	1.049090909	0	9.26758E-14	0.25	10	0.000171664	1.74982123	0.152983487	0	0.02	0.001
3155	1.048888889	0	1.54833E-13	0.25	10	0.000185265	1.819621781	0.14220546	0	0.02	0.001
3156	1.048686869	0	9.96761E-14	0.25	10	0.000173593	1.759724547	0.151454298	0	0.02	0.001
3157	1.048484848	0	1.34673E-13	0.25	10	0.000181568	1.80065028	0.145134883	0	0.02	0.001
3158	1.048282828	0	1.37751E-13	0.25	10	0.000182167	1.803723007	0.144660418	0	0.02	0.001
3159	1.048080808	0	3.36909E-13	0.25	10	0.000205867	1.92535715	0.125878675	0	0.02	0.001
3160	1.047878788	0	3.36909E-13	0.25	10	0.000205867	1.92535715	0.125878675	0	0.02	0.001
3161	1.047676768	0	1.37226E-12	0.25	10	0.000243084	2.116355758	0.096386243	0	0.02	0.001
3162	1.047474747	0	1.37226E-12	0.25	10	0.000243084	2.116355758	0.096386243	0	0.02	0.001
3163	1.047272727	0	5.03442E-12	0.25	10	0.00027753	2.293133972	0.069089607	0	0.02	0.001
3164	1.047070707	0	5.03442E-12	0.25	10	0.00027753	2.293133972	0.069089607	0	0.02	0.001
3165	1.046868687	0	3.02161E-12	0.25	10	0.000264001	2.223704542	0.079810328	0	0.02	0.001
3166	1.046666667	0	3.3801E-12	0.25	10	0.000266972	2.238952368	0.077455884	0	0.02	0.001
3167	1.046464646	0	1.11614E-12	0.25	10	0.00023761	2.088260679	0.100724454	0	0.02	0.001
3168	1.046262626	0	2.9049E-12	0.25	10	0.000262957	2.21834736	0.08063754	0	0.02	0.001
3169	1.046060606	0	2.9049E-12	0.25	10	0.000262957	2.21834736	0.08063754	0	0.02	0.001
3170	1.045858586	0	1.81303E-12	0.25	10	0.000250465	2.154237402	0.090536872	0	0.02	0.001
3171	1.045656566	0	1.60336E-12	0.25	10	0.000247209	2.137523457	0.093117702	0	0.02	0.001
3172	1.045454545	0	2.06195E-12	0.25	10	0.000253875	2.171734302	0.087835145	0	0.02	0.001
3173	1.045252525	0	1.43911E-12	0.25	10	0.000244344	2.122824278	0.095387428	0	0.02	0.001
3174	1.045050505	0	1.81965E-12	0.25	10	0.000250562	2.154733263	0.090460305	0	0.02	0.001
3175	1.044848485	0	2.35647E-12	0.25	10	0.000257413	2.189891522	0.085031456	0	0.02	0.001
3176	1.044646465	0	2.35647E-12	0.25	10	0.000257413	2.189891522	0.085031456	0	0.02	0.001
3177	1.044444444	0	2.02535E-12	0.25	10	0.0002534	2.169297987	0.08821134	0	0.02	0.001
3178	1.044242424	0	4.68133E-12	0.25	10	0.000275603	2.283244421	0.07061667	0	0.02	0.001
3179	1.044040404	0	4.68133E-12	0.25	10	0.000275603	2.283244421	0.07061667	0	0.02	0.001
3180	1.043838384	0	6.26258E-12	0.25	10	0.000283315	2.322821821	0.064505454	0	0.02	0.001
3181	1.043636364	0	6.26258E-12	0.25	10	0.000283315	2.322821821	0.064505454	0	0.02	0.001
3182	1.043434343	0	4.90645E-12	0.25	10	0.000276847	2.289632232	0.069630317	0	0.02	0.001
3183	1.043232323	0	5.0744E-12	0.25	10	0.000277739	2.294209562	0.068923523	0	0.02	0.001
3184	1.043030303	0	3.95909E-12	0.25	10	0.000271162	2.260455409	0.074135562	0	0.02	0.001
3185	1.042828283	0	3.95909E-12	0.25	10	0.000271162	2.260455409	0.074135562	0	0.02	0.001
3186	1.042626263	0	2.89967E-12	0.25	10	0.00026291	2.218102499	0.080675349	0	0.02	0.001
3187	1.042424242	0	2.89967E-12	0.25	10	0.00026291	2.218102499	0.080675349	0	0.02	0.001
3188	1.042222222	0	1.21041E-12	0.25	10	0.000239758	2.099287541	0.099021777	0	0.02	0.001
3189	1.042020202	0	1.89239E-12	0.25	10	0.000251601	2.160063766	0.089637213	0	0.02	0.001
3190	1.041818182	0	1.03946E-12	0.25	10	0.000235723	2.07858066	0.102219163	0	0.02	0.001
3191	1.041616162	0	1.03946E-12	0.25	10	0.000235723	2.07858066	0.102219163	0	0.02	0.001
3192	1.041414141	0	1.03946E-12	0.25	10	0.000235723	2.07858066	0.102219163	0	0.02	0.001
3193	1.041212121	0	7.89853E-13	0.25	10	0.000228446	2.041233829	0.107985953	0	0.02	0.001
3194	1.041010101	0	5.71517E-13	0.25	10	0.000219872	1.997230725	0.11478055	0	0.02	0.001
3195	1.040808081	0	5.71517E-13	0.25	10	0.000219872	1.997230725	0.11478055	0	0.02	0.001
3196	1.040606061	0	4.02244E-13	0.25	10	0.000210564	1.949462627	0.122156506	0	0.02	0.001
3197	1.04040404	0	3.45632E-13	0.25	10	0.000206545	1.928833637	0.125341865	0	0.02	0.001
3198	1.04020202	0	1.07542E-13	0.25	10	0.000175606	1.770053884	0.149859327	0	0.02	0.001
3199	1.04	0	4.69362E-13	0.25	1E+30	0.000214654	1.970449601	0.11891587	0	0.02	0.001
3200	1.06	0	5.05018E-13	0.25	1E+30	0.000216594	1.980407438	0.117378263	0	0.02	0.001
3201	1.05979798	0	6.93843E-13	0.25	10	0.000225012	2.023608034	0.110707583	0	0.02	0.001
3202	1.05959596	0	9.26271E-13	0.25	10	0.000232668	2.062901292	0.104640242	0	0.02	0.001
3203	1.059393939	0	9.26271E-13	0.25	10	0.000232668	2.062901292	0.104640242	0	0.02	0.001
3204	1.059191919	0	4.13024E-14	0.25	10	0.000150247	1.639907695	0.169955429	0	0.02	0.001
3205	1.058989899	0	4.30013E-13	0.25	10	0.000212333	1.958541615	0.120754604	0	0.02	0.001
3206	1.058787879	0	4.30013E-13	0.25	10	0.000212333	1.958541615	0.120754604	0	0.02	0.001
3207	1.058585859	0	3.2345E-14	0.25	10	0.000143769	1.606661219	0.175089077	0	0.02	0.001
3208	1.058383838	0	1.18877E-12	0.25	10	0.00023928	2.096833753	0.09940067	0	0.02	0.001
3209	1.058181818	0	1.83216E-13	0.25	10	0.000189725	1.842513149	0.138670764	0	0.02	0.001
3210	1.057979798	0	1.56536E-12	0.25	10	0.000246573	2.134260793	0.093621495	0	0.02	0.001
3211	1.057777778	0	4.3548E-13	0.25	10	0.000212668	1.960259579	0.12048933	0	0.02	0.001
3212	1.057575758	0	1.14647E-12	0.25	10	0.00023832	2.091906763	0.100161456	0	0.02	0.001
3213	1.057373737	0	2.14987E-13	0.25	10	0.000193963	1.864260928	0.135312651	0	0.02	0.001
3214	1.057171717	0	2.68211E-13	0.25	10	0.000199824	1.894343808	0.1306675	0	0.02	0.001
3215	1.056969697	0	4.96793E-13	0.25	10	0.000216159	1.978174183	0.117723104	0	0.02	0.001
3216	1.056767677	0	4.96793E-13	0.25	10	0.000216159	1.978174183	0.117723104	0	0.02	0.001
3217	1.056565657	0	2.82986E-13	0.25	10	0.000201245	1.901636424	0.129541435	0	0.02	0.001
3218	1.056363636	0	2.82986E-13	0.25	10	0.000201245	1.901636424	0.129541435	0	0.02	0.001
3219	1.056161616	0	1.72317E-13	0.25	10	0.0001881	1.834171881	0.139958754	0	0.02	0.001
3220	1.055959596	0	1.72317E-13	0.25	10	0.0001881	1.834171881	0.139958754	0	0.02	0.001
3221	1.055757576	0	6.80988E-14	0.25	10	0.000163498	1.707913031	0.159454606	0	0.02	0.001
3222	1.055555556	0	6.80988E-14	0.25	10	0.000163498	1.707913031	0.159454606	0	0.02	0.001
3223	1.055353535	0	8.66343E-14	0.25	10	0.000169877	1.740653275	0.154399127	0	0.02	0.001
3224	1.055151515	0	7.81941E-15	0.25	10	0.000106142	1.413561482	0.204905948	0	0.02	0.001
3225	1.054949495	0	7.81941E-15	0.25	10	0.000106142	1.413561482	0.204905948	0	0.02	0.001
3226	1.054747475	0	1.05267E-13	0.25	10	0.00017504	1.767146361	0.150308283	0	0.02	0.001
3227	1.054545455	0	3.06145E-14	0.25	10	0.000142311	1.599183138	0.17624378	0	0.02	0.001
3228	1.054343434	0	1.80478E-13	0.25	10	0.000189326	1.840465205	0.13898699	0	0.02	0.001
3229	1.054141414	0	1.66139E-13	0.25	10	0.000187132	1.829206759	0.140725427	0	0.02	0.001
3230	1.053939394	0	5.98667E-14	0.25	10	0.000160084	1.690390926	0.162160225	0	0.02	0.001
3231	1.053737374	0	3.77198E-14	0.25	10	0.000147842	1.627567761	0.17186086	0	0.02	0.001
3232	1.053535354	0	1.63078E-13	0.25	10	0.000186639	1.826677383	0.141115992	0	0.02	0.001
3233	1.053333333	0	4.40979E-14	0.25	10	0.000151982	1.648814566	0.168580104	0	0.02	0.001
3234	1.053131313	0	4.40979E-14	0.25	10	0.000151982	1.648814566	0.168580104	0	0.02	0.001
3235	1.052929293	0	3.37718E-13	0.25	10	0.000205931	1.925683229	0.125828325	0	0.02	0.001
3236	1.052727273	0	5.10384E-13	0.25	10	0.000216874	1.981844776	0.117156321	0	0.02	0.001
3237	1.052525253	0	5.10384E-13	0.25	10	0.000216874	1.981844776	0.117156321	0	0.02	0.001
3238	1.052323232	0	5.10384E-13	0.25	10	0.000216874	1.981844776	0.117156321	0	0.02	0.001
3239	1.052121212	0	2.06567E-13	0.25	10	0.000192904	1.858827641	0.136151614	0	0.02	0.001
3240	1.051919192	0	1.85562E-12	0.25	10	0.000251081	2.157395251	0.090049263	0	0.02	0.001
3241	1.051717172	0	1.85562E-12	0.25	10	0.000251081	2.157395251	0.090049263	0	0.02	0.001
3242	1.051515152	0	3.81178E-14	0.25	10	0.00014812	1.6289954	0.171640416	0	0.02	0.001
3243	1.051313131	0	2.29097E-13	0.25	10	0.000195647	1.872906134	0.133977729	0	0.02	0.001
3244	1.051111111	0	2.29097E-13	0.25	10	0.000195647	1.872906134	0.133977729	0	0.02	0.001
3245	1.050909091	0	1.85835E-13	0.25	10	0.000190101	1.844443176	0.138372745	0	0.02	0.001
3246	1.050707071	0	1.91773E-13	0.25	10	0.000190935	1.848721164	0.137712173	0	0.02	0.001
3247	1.050505051	0	1.91773E-13	0.25	10	0.000190935	1.848721164	0.137712173	0	0.02	0.001
3248	1.05030303	0	5.33167E-13	0.25	10	0.000218031	1.987784196	0.116239205	0	0.02	0.001
3249	1.05010101	0	5.33167E-13	0.25	10	0.000218031	1.987784196	0.116239205	0	0.02	0.001
3250	1.04989899	0	1.24517E-13	0.25	10	0.00017949	1.789987291	0.146781374	0	0.02	0.001
3251	1.04969697	0	2.90211E-13	0.25	10	0.000201913	1.905065218	0.129011988	0	0.02	0.001
3252	1.049494949	0	5.42622E-14	0.25	10	0.000157479	1.677023149	0.164224367	0	0.02	0.001
3253	1.049292929	0	1.64239E-13	0.25	10	0.000186827	1.827642415	0.14096698	0	0.02	0.001
3254	1.049090909	0	4.64617E-13	0.25	10	0.000214384	1.969067517	0.119129281	0	0.02	0.001
3255	1.048888889	0	3.14566E-13	0.25	10	0.000204049	1.916024833	0.127319695	0	0.02	0.001
3256	1.048686869	0	8.8796E-13	0.25	10	0.000231549	2.057156626	0.105527286	0	0.02	0.001
3257	1.048484848	0	2.92068E-13	0.25	10	0.000202082	1.905932772	0.128878028	0	0.02	0.001
3258	1.048282828	0	1.56596E-12	0.25	10	0.000246583	2.134312979	0.093613437	0	0.02	0.001
3259	1.048080808	0	1.00087E-12	0.25	10	0.000234721	2.073435307	0.103013666	0	0.02	0.001
3260	1.047878788	0	2.32988E-12	0.25	10	0.000257112	2.18834859	0.085269703	0	0.02	0.001
3261	1.047676768	0	2.27634E-12	0.25	10	0.000256496	2.185186516	0.085757964	0	0.02	0.001
3262	1.047474747	0	2.19699E-12	0.25	10	0.000255556	2.180361268	0.08650304	0	0.02	0.001
3263	1.047272727	0	6.86346E-12	0.25	10	0.000285742	2.3352822	0.062581425	0	0.02	0.001
3264	1.047070707	0	1.13948E-11	0.25	10	0.000299177	2.404226761	0.051935574	0	0.02	0.001
3265	1.046868687	0	2.81124E-11	0.25	10	0.000323107	2.527042035	0.03297145	0	0.02	0.001
3266	1.046666667	0	1.14446E-11	0.25	10	0.000299292	2.404820278	0.051843928	0	0.02	0.001
3267	1.046464646	0	7.52094E-12	0.25	10	0.000288167	2.347723248	0.060660381	0	0.02	0.001
3268	1.046262626	0	3.26684E-12	0.25	10	0.000266069	2.234317239	0.078171603	0	0.02	0.001
3269	1.046060606	0	2.97631E-12	0.25	10	0.000263601	2.221650266	0.080127532	0	0.02	0.001
3270	1.045858586	0	2.88721E-12	0.25	10	0.000262796	2.217516628	0.080765815	0	0.02	0.001
3271	1.045656566	0	3.20697E-12	0.25	10	0.000265579	2.231801767	0.078560021	0	0.02	0.001
3272	1.045454545	0	3.05624E-12	0.25	10	0.000264303	2.225254414	0.07957101	0	0.02	0.001
3273	1.045252525	0	3.05624E-12	0.25	10	0.000264303	2.225254414	0.07957101	0	0.02	0.001
3274	1.045050505	0	2.35658E-12	0.25	10	0.000257414	2.189898235	0.08503042	0	0.02	0.001
3275	1.044848485	0	2.96066E-12	0.25	10	0.000263461	2.220933365	0.08023823	0	0.02	0.001
3276	1.044646465	0	2.03974E-12	0.25	10	0.000253588	2.170261305	0.088062593	0	0.02	0.001
3277	1.044444444	0	1.50153E-12	0.25	10	0.00024547	2.128599449	0.094495673	0	0.02	0.001
3278	1.044242424	0	1.86111E-12	0.25	10	0.000251159	2.157797147	0.089987205	0	0.02	0.001
3279	1.044040404	0	1.86111E-12	0.25	10	0.000251159	2.157797147	0.089987205	0	0.02	0.001
3280	1.043838384	0	1.17771E-12	0.25	10	0.000239033	2.09556343	0.099596823	0	0.02	0.001
3281	1.043636364	0	1.17771E-12	0.25	10	0.000239033	2.09556343	0.099596823	0	0.02	0.001
3282	1.043434343	0	2.44955E-12	0.25	10	0.000258439	2.195160428	0.084217875	0	0.02	0.001
3283	1.043232323	0	2.47879E-12	0.25	10	0.000258754	2.196774298	0.083968675	0	0.02	0.001
3284	1.043030303	0	2.47879E-12	0.25	10	0.000258754	2.196774298	0.083968675	0	0.02	0.001
3285	1.042828283	0	1.11731E-12	0.25	10	0.000237637	2.088403161	0.100702453	0	0.02	0.001
3286	1.042626263	0	7.30844E-13	0.25	10	0.000226389	2.030673811	0.109616544	0	0.02	0.001
3287	1.042424242	0	3.6827E-13	0.25	10	0.000208226	1.937461665	0.124009596	0	0.02	0.001
3288	1.042222222	0	9.1272E-13	0.25	10	0.000232278	2.060897023	0.104949724	0	0.02	0.001
3289	1.042020202	0	7.79282E-13	0.25	10	0.000228089	2.039401334	0.108268912	0	0.02	0.001
3290	1.041818182	0	5.81685E-13	0.25	10	0.000220339	1.999628965	0.114410233	0	0.02	0.001
3291	1.041616162	0	5.81685E-13	0.25	10	0.000220339	1.999628965	0.114410233	0	0.02	0.001
3292	1.041414141	0	9.00939E-13	0.25	10	0.000231933	2.059130077	0.105222562	0	0.02	0.001
3293	1.041212121	0	5.88276E-13	0.25	10	0.000220638	2.001161217	0.114173636	0	0.02	0.001
3294	1.041010101	0	5.17734E-13	0.25	10	0.000217253	1.983789329	0.11685606	0	0.02	0.001
3295	1.040808081	0	5.67117E-13	0.25	10	0.000219667	1.996179465	0.114942877	0	0.02	0.001
3296	1.040606061	0	5.67117E-13	0.25	10	0.000219667	1.996179465	0.114942877	0	0.02	0.001
3297	1.04040404	0	4.59867E-13	0.25	10	0.000214112	1.967669946	0.119345082	0	0.02	0.001
3298	1.04020202	0	3.95608E-13	0.25	10	0.000210124	1.947200392	0.122505822	0	0.02	0.001
3299	1.04	0	3.95608E-13	0.25	1E+30	0.000210124	1.947200392	0.122505822	0	0.02	0.001
3300	1.06	0	8.55509E-13	0.25	1E+30	0.000230562	2.05209328	0.106309126	0	0.02	0.001
3301	1.05979798	0	6.40826E-13	0.25	10	0.000222905	2.012797735	0.11237682	0	0.02	0.001
3302	1.05959596	0	5.59684E-13	0.25	10	0.000219318	1.994385343	0.11521991	0	0.02	0.001
3303	1.059393939	0	1.43109E-13	0.25	10	0.000183178	1.808912795	0.143859054	0	0.02	0.001
3304	1.059191919	0	5.56934E-13	0.25	10	0.000219187	1.993715339	0.115323367	0	0.02	0.001
3305	1.058989899	0	7.47639E-14	0.25	10	0.000165972	1.720612153	0.157493712	0	0.02	0.001
3306	1.058787879	0	7.47639E-14	0.25	10	0.000165972	1.720612153	0.157493712	0	0.02	0.001
3307	1.058585859	0	7.47639E-14	0.25	10	0.000165972	1.720612153	0.157493712	0	0.02	0.001
3308	1.058383838	0	1.2721E-12	0.25	10	0.000241076	2.106047917	0.097977895	0	0.02	0.001
3309	1.058181818	0	1.2721E-12	0.25	10	0.000241076	2.106047917	0.097977895	0	0.02	0.001
3310	1.057979798	0	3.17826E-13	0.25	10	0.000204322	1.917427235	0.127103148	0	0.02	0.001
3311	1.057777778	0	8.17032E-14	0.25	10	0.000168324	1.732683203	0.1556298	0	0.02	0.001
3312	1.057575758	0	8.17032E-14	0.25	10	0.000168324	1.732683203	0.1556298	0	0.02	0.001
3313	1.057373737	0	1.27345E-14	0.25	10	0.000119067	1.479889805	0.194664074	0	0.02	0.001
3314	1.057171717	0	1.27345E-14	0.25	10	0.000119067	1.479889805	0.194664074	0	0.02	0.001
3315	1.056969697	0	1.27345E-14	0.25	10	0.000119067	1.479889805	0.194664074	0	0.02	0.001
3316	1.056767677	0	3.93808E-13	0.25	10	0.000210003	1.946579947	0.122601626	0	0.02	0.001
3317	1.056565657	0	5.96655E-14	0.25	10	0.000159994	1.689933174	0.162230907	0	0.02	0.001
3318	1.056363636	0	1.69604E-13	0.25	10	0.000187679	1.832013698	0.140292003	0	0.02	0.001
3319	1.056161616	0	2.75629E-14	0.25	10	0.000139529	1.584902828	0.178448828	0	0.02	0.001
3320	1.055959596	0	3.47127E-14	0.25	10	0.000145641	1.616269042	0.173605516	0	0.02	0.001
3321	1.055757576	0	1.45291E-12	0.25	10	0.000244597	2.124122184	0.095187016	0	0.02	0.001
3322	1.055555556	0	9.6304E-14	0.25	10	0.000172681	1.755043894	0.152177046	0	0.02	0.001
3323	1.055353535	0	9.6304E-14	0.25	10	0.000172681	1.755043894	0.152177046	0	0.02	0.001
3324	1.055151515	0	6.93809E-14	0.25	10	0.000163992	1.710449723	0.15906291	0	0.02	0.001
3325	1.054949495	0	2.60517E-13	0.25	10	0.000199053	1.890385306	0.13127874	0	0.02	0.001
3326	1.054747475	0	2.60517E-13	0.25	10	0.000199053	1.890385306	0.13127874	0	0.02	0.001
3327	1.054545455	0	1.08128E-14	0.25	10	0.000114732	1.457642435	0.19809933	0	0.02	0.001
3328	1.054343434	0	1.08128E-14	0.25	10	0.000114732	1.457642435	0.19809933	0	0.02	0.001
3329	1.054141414	0	1.12683E-13	0.25	10	0.000176844	1.776405229	0.148878604	0	0.02	0.001
3330	1.053939394	0	4.46512E-13	0.25	10	0.000213331	1.963662067	0.119963945	0	0.02	0.001
3331	1.053737374	0	4.46512E-13	0.25	10	0.000213331	1.963662067	0.119963945	0	0.02	0.001
3332	1.053535354	0	1.11494E-13	0.25	10	0.000176562	1.774962034	0.149101451	0	0.02	0.001
3333	1.053333333	0	1.11494E-13	0.25	10	0.000176562	1.774962034	0.149101451	0	0.02	0.001
3334	1.053131313	0	4.45489E-14	0.25	10	0.000152252	1.650198516	0.168366406	0	0.02	0.001
3335	1.052929293	0	4.45489E-14	0.25	10	0.000152252	1.650198516	0.168366406	0	0.02	0.001
3336	1.052727273	0	1.04105E-13	0.25	10	0.000174746	1.76563729	0.150541301	0	0.02	0.001
3337	1.052525253	0	1.04105E-13	0.25	10	0.000174746	1.76563729	0.150541301	0	0.02	0.001
3338	1.052323232	0	9.4028E-14	0.25	10	0.000172048	1.751791198	0.1526793	0	0.02	0.001
3339	1.052121212	0	2.08277E-14	0.25	10	0.000132104	1.546797152	0.184332793	0	0.02	0.001
3340	1.051919192	0	2.00526E-13	0.25	10	0.000192117	1.854790875	0.136774938	0	0.02	0.001
3341	1.051717172	0	2.00526E-13	0.25	10	0.000192117	1.854790875	0.136774938	0	0.02	0.001
3342	1.051515152	0	7.36568E-14	0.25	10	0.000165577	1.718583186	0.157807008	0	0.02	0.001
3343	1.051313131	0	7.36568E-14	0.25	10	0.000165577	1.718583186	0.157807008	0	0.02	0.001
3344	1.051111111	0	1.15057E-14	0.25	10	0.000116378	1.466088928	0.196795092	0	0.02	0.001
